City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,niteroi,40,BR,1524711600,88,-29.95,-51.16,75.2,4.7
383,morehead,1,US,1524711180,87,38.18,-83.43,51.8,4.97
384,manokwari,80,ID,1524712783,100,-0.87,134.08,81.87,9.1
385,grand gaube,40,MU,1524708000,83,-20.01,57.66,75.2,6.93
386,ulladulla,75,AU,1524708000,64,-35.36,150.48,71.6,12.75
387,quelimane,76,MZ,1524712784,85,-17.88,36.89,73.14,6.31
388,sao filipe,24,CV,1524712784,98,14.9,-24.5,70.8,16.71
389,bubaque,8,GW,1524712784,100,11.28,-15.83,78.45,10.78
390,ambulu,12,ID,1524712784,100,-8.35,113.61,82.95,4.07
391,dangriga,20,BZ,1524708000,88,16.97,-88.23,78.8,4.7
392,alekseyevka,75,RU,1524709800,100,53.25,50.49,37.4,8.95
393,ocos,90,GT,1524706920,88,14.51,-92.19,77.0,23.04
394,qaqortoq,48,GL,1524711000,63,60.72,-46.03,30.2,7.43
395,aras,24,YE,1524712785,79,14.28,44.38,47.04,0.38
396,berlevag,75,NO,1524711000,100,70.86,29.09,33.8,57.49
397,majene,64,ID,1524712785,100,-3.54,118.97,77.91,10.33
398,abu samrah,88,SY,1524712786,44,35.3,37.18,61.26,7.43
399,sept-iles,75,CA,1524708000,80,50.2,-66.38,35.6,8.05
400,vershino-shakhtaminskiy,12,RU,1524712786,28,51.3,117.89,48.39,3.62
401,beni mazar,0,EG,1524712786,80,28.5,30.8,56.49,6.64
402,lakes entrance,56,AU,1524712786,78,-37.88,147.99,64.86,10.22
403,taywarah,56,AF,1524712786,65,33.35,64.42,45.78,2.95
404,vardo,90,US,1524711660,67,39.62,-77.74,60.8,18.34
405,limbang,75,BN,1524709800,59,4.75,115.01,89.6,5.82
406,japura,68,ID,1524712787,88,-0.42,102.29,82.77,2.28
407,roma,0,IT,1524709200,58,41.89,12.48,55.4,6.93
408,cherskiy,0,RU,1524712787,68,68.75,161.3,31.2,5.75
409,bull savanna,24,JM,1524712787,92,17.89,-77.59,72.42,0.94
410,edgewater,20,US,1524711360,77,28.99,-80.9,71.6,10.29
411,husavik,64,CA,1524712787,61,50.56,-96.99,45.15,19.28
412,goundam,0,ML,1524712788,30,16.42,-3.66,79.62,13.58
413,evensk,0,RU,1524712788,92,61.92,159.24,31.92,15.14
414,amazar,0,RU,1524712788,34,53.86,120.88,41.55,3.29
415,los llanos de aridane,8,ES,1524711600,68,28.66,-17.92,64.4,12.75
416,baykit,48,RU,1524712788,85,61.68,96.39,38.58,12.57
417,porto nacional,20,BR,1524712788,82,-10.7,-48.41,74.49,2.84
418,tagab,8,AF,1524709500,42,34.85,69.65,62.6,4.7
419,kavaratti,0,IN,1524712789,100,10.57,72.64,85.38,8.88
420,cururupu,44,BR,1524712789,95,-1.82,-44.87,75.84,3.18
421,ischia,90,IT,1524711300,100,46.03,11.25,42.8,14.99
422,vydrino,12,RU,1524712789,74,51.46,104.64,43.08,2.17
423,la crosse,1,US,1524711180,61,43.8,-91.24,50.0,2.84
424,ippy,0,CF,1524712789,85,6.26,21.2,72.51,7.76
425,dauphin,1,CA,1524708000,45,51.15,-100.04,46.4,6.93
426,beterou,32,BJ,1524712790,75,9.2,2.26,78.45,7.31
427,juegang,24,CN,1524712790,80,32.31,121.18,63.15,4.18
428,mahibadhoo,64,MV,1524712790,99,3.78,72.97,85.29,9.89
429,tezu,88,IN,1524712790,66,27.93,96.16,63.69,1.39
430,ponta delgada,20,PT,1524709800,82,37.73,-25.67,57.2,4.7
431,kaohsiung,75,TW,1524709800,78,22.62,120.31,82.4,12.75
432,porto de moz,64,BR,1524712791,91,-1.75,-52.24,77.46,5.3
433,shonguy,75,RU,1524709800,74,68.75,33.15,37.4,4.47
434,yushala,0,RU,1524709800,80,57.08,64.26,32.0,6.71
435,anadyr,90,RU,1524709800,85,64.73,177.51,24.8,13.42
436,strezhevoy,75,RU,1524709800,92,60.73,77.6,30.2,4.47
437,whitehorse,75,CA,1524708000,31,60.72,-135.06,48.2,17.22
438,zaraza,20,VE,1524712791,71,9.35,-65.33,79.62,11.34
439,gouyave,20,GD,1524711600,78,12.16,-61.73,78.8,11.41
440,assiniboia,36,CA,1524712792,46,49.63,-105.99,50.82,10.78
441,faanui,8,PF,1524712792,100,-16.48,-151.75,82.59,9.44
442,tucuman,32,PE,1524712505,80,-17.17,-70.89,56.85,1.72
443,carahue,100,CL,1524712792,93,-38.71,-73.16,54.51,8.55
444,tual,88,ID,1524712792,100,-5.67,132.75,84.39,8.77
445,taoudenni,36,ML,1524712792,39,22.68,-3.98,61.17,3.4
446,kroya,44,ID,1524712792,94,-6.5,108.06,81.69,3.4
447,lappeenranta,90,FI,1524711000,100,61.06,28.19,39.2,2.24
448,chenghai,75,CN,1524708000,69,23.46,116.77,75.2,6.71
449,pisco,0,PE,1524711600,77,-13.71,-76.2,68.0,8.05
450,honiara,20,SB,1524711600,66,-9.43,159.96,87.8,6.93
451,ocampo,76,PH,1524712793,82,13.56,123.37,84.57,5.75
452,vetlanda,68,SE,1524711000,75,57.43,15.09,42.8,9.17
453,kuminskiy,0,RU,1524712780,73,58.67,66.57,31.56,3.51
454,petropavlivka,0,UA,1524712794,70,48.46,36.42,54.33,10.45
455,paracuru,75,BR,1524711600,78,-3.41,-39.03,82.4,6.93
456,axim,0,GH,1524712794,99,4.87,-2.24,81.87,11.12
457,kiunga,80,PG,1524712794,95,-6.12,141.3,78.0,2.73
458,timberlake,1,US,1524711360,72,32.26,-81.31,68.0,6.93
459,magdagachi,0,RU,1524712794,21,53.45,125.8,39.21,11.9
460,ormara,0,PK,1524712795,91,25.21,64.64,80.07,12.01
461,muli,0,IN,1524712795,76,22.62,71.45,80.43,10.56
462,sioux lookout,90,CA,1524708000,49,50.1,-91.92,50.0,3.36
463,cabra,32,ES,1524711600,93,37.47,-4.43,60.8,2.62
464,shingu,75,JP,1524708000,55,33.72,135.99,64.4,11.41
465,kropotkin,0,RU,1524712795,77,45.43,40.58,45.42,2.73
466,young,20,UY,1524712795,93,-32.7,-57.63,66.39,5.97
467,lubango,12,AO,1524712795,83,-14.92,13.49,60.99,0.83
468,cranbrook,40,CA,1524708000,17,49.51,-115.76,64.4,6.93
469,qujing,100,CN,1524712796,94,25.49,103.8,57.39,3.62
470,marion,90,US,1524711360,93,38.35,-97.02,44.6,5.82
471,mungwi,0,ZM,1524712796,71,-10.17,31.37,56.13,5.75
472,panguipulli,90,CL,1524711600,72,-39.64,-72.33,60.8,6.93
473,yerbogachen,100,RU,1524712796,84,61.28,108.01,37.05,6.98
474,mumford,8,GH,1524712797,95,5.26,-0.76,77.91,8.1
475,lavumisa,0,ZA,1524712797,95,-27.31,31.88,55.05,3.06
476,goure,0,NE,1524712797,49,13.98,10.27,72.15,2.39
477,carlyle,90,CA,1524708000,46,49.63,-102.27,53.6,18.34
478,almeirim,0,PT,1524711600,76,39.21,-8.63,57.2,5.82
479,talnakh,64,RU,1524712797,100,69.49,88.39,15.54,4.63
480,mantua,0,IT,1524711300,93,45.16,10.79,59.0,4.7
481,banepa,40,NP,1524711000,68,27.63,85.52,68.0,2.24
482,makokou,88,GA,1524712870,99,0.56,12.85,71.79,2.17
483,santa ana,40,SV,1524711000,88,13.99,-89.56,77.0,6.93
484,perpignan,12,FR,1524711600,67,42.7,2.88,60.8,13.87
485,kodinsk,0,RU,1524712871,60,58.6,99.18,49.74,7.09
486,lagos,20,NG,1524708000,88,6.46,3.39,77.0,4.7
487,oranjemund,56,ZA,1524712871,95,-28.55,16.43,62.43,19.06
488,tamworth,0,AU,1524711600,28,-31.09,150.93,80.6,12.75
489,talara,36,PE,1524712872,83,-4.58,-81.27,69.0,3.18
490,solnechnyy,68,RU,1524712872,59,50.72,136.64,44.52,10.89
491,great falls,40,US,1524707880,61,47.5,-111.29,48.2,5.82
492,casper,1,US,1524711180,27,42.87,-106.31,51.8,14.99
493,hay river,75,CA,1524708000,40,60.82,-115.79,53.6,11.41
494,misratah,44,LY,1524712872,94,32.38,15.09,62.97,12.24
495,japaratuba,20,BR,1524711600,69,-10.59,-36.94,80.6,10.29
496,thaba-tseka,0,LS,1524712873,77,-29.52,28.61,34.98,4.07
497,ambon,24,FR,1524711600,93,47.55,-2.56,44.6,2.24
498,kardla,92,EE,1524711000,100,58.44,26.57,41.0,6.93
499,surt,88,LY,1524712873,94,31.21,16.59,62.79,11.01
500,wynyard,0,CA,1524712873,46,51.77,-104.18,46.32,9.22
501,port hedland,68,AU,1524709800,31,-20.31,118.58,91.4,12.75
502,dawei,8,MM,1524712874,62,14.07,98.19,87.0,2.73
503,muyezerskiy,80,RU,1524712874,96,63.93,31.65,35.43,4.52
504,kargasok,88,RU,1524712874,91,59.06,80.87,36.42,6.64
505,labelle,1,US,1524711180,73,26.76,-81.44,71.6,3.36
506,balkhash,8,KZ,1524712874,97,46.84,74.98,45.24,4.52
507,pandan,20,PH,1524712874,100,11.72,122.09,82.68,11.01
508,suntar,68,RU,1524712874,48,62.16,117.65,34.35,8.55
509,adelaide,20,AU,1524711600,68,-34.93,138.6,66.2,10.29
510,inuvik,90,CA,1524710280,80,68.36,-133.71,39.2,4.7
511,bato,36,PH,1524712875,73,13.36,123.37,86.19,4.74
512,kushiro,75,JP,1524708000,58,43.11,144.15,53.6,11.41
513,bertinoro,0,IT,1524711300,93,44.15,12.13,53.6,8.43
514,mount isa,0,AU,1524709800,23,-20.73,139.49,87.8,11.41
